problem,convex,direction,reference algorithm,inverse_hessian,size_factor,point set limit,iterations,closure calls,status,f(x0),f final,f*,f* source,rel gap,effective tol,final radius
chained_crescent_1,False,cutting_plane,SVANO-Bundle,limited_memory,2.0,100,55,293,stationary,292.25,2.0476111028955302e-08,0.0,closed form,2.0476111028955302e-08,0.0007,0.0001
chained_crescent_1,False,gradient_combination,SVANO-GS,dense,0.05,2,46,276,stationary,292.25,2.930530262901243e-10,0.0,closed form,2.930530262901243e-10,0.0007,0.0001
chained_crescent_1,False,gradient_combination,SVANO-GS,dense,0.4,20,45,265,stationary,292.25,6.882390213291956e-10,0.0,closed form,6.882390213291956e-10,0.0007,0.0001
chained_crescent_1,False,gradient_combination,SVANO-GS,dense,2.0,100,45,261,stationary,292.25,7.044096417274659e-10,0.0,closed form,7.044096417274659e-10,0.0007,0.0001
chained_crescent_1,False,gradient_combination,SVANO-GS,limited_memory,0.05,2,60,448,stationary,292.25,1.5468580860655834e-09,0.0,closed form,1.5468580860655834e-09,0.0007,0.0001
chained_crescent_1,False,gradient_combination,SVANO-GS,limited_memory,0.4,20,69,532,objective_similarity,292.25,3.1535052347209103e-10,0.0,closed form,3.1535052347209103e-10,0.0007,0.0001
chained_crescent_1,False,gradient_combination,SVANO-GS,limited_memory,2.0,100,69,522,objective_similarity,292.25,3.0529315742100493e-09,0.0,closed form,3.0529315742100493e-09,0.0007,0.0001
chained_crescent_2,False,gradient,SVANO-BFGS,dense,0.05,2,115,766,objective_similarity,292.25,4.307021686156265e-05,0.0,closed form,4.307021686156265e-05,0.0007,0.0001
chained_crescent_2,False,gradient,SVANO-BFGS,dense,0.4,20,115,766,objective_similarity,292.25,4.307021686156265e-05,0.0,closed form,4.307021686156265e-05,0.0007,0.0001
chained_crescent_2,False,gradient,SVANO-BFGS,dense,2.0,100,115,766,objective_similarity,292.25,4.307021686156265e-05,0.0,closed form,4.307021686156265e-05,0.0007,0.0001
chained_crescent_2,False,gradient,SVANO-BFGS,limited_memory,0.05,2,118,987,objective_similarity,292.25,2.1785170841726043e-06,0.0,closed form,2.1785170841726043e-06,0.0007,0.0001
chained_crescent_2,False,gradient,SVANO-BFGS,limited_memory,0.4,20,118,987,objective_similarity,292.25,2.1785170841726043e-06,0.0,closed form,2.1785170841726043e-06,0.0007,0.0001
chained_crescent_2,False,gradient,SVANO-BFGS,limited_memory,2.0,100,118,987,objective_similarity,292.25,2.1785170841726043e-06,0.0,closed form,2.1785170841726043e-06,0.0007,0.0001
chained_crescent_2,False,cutting_plane,SVANO-Bundle,dense,0.05,2,108,993,objective_similarity,292.25,3.950516585971009e-06,0.0,closed form,3.950516585971009e-06,0.0007,0.0001
chained_crescent_2,False,cutting_plane,SVANO-Bundle,dense,0.4,20,101,821,objective_similarity,292.25,1.0781018742411774e-05,0.0,closed form,1.0781018742411774e-05,0.0007,0.0001
chained_crescent_2,False,cutting_plane,SVANO-Bundle,dense,2.0,100,95,611,objective_similarity,292.25,4.074625588934566e-06,0.0,closed form,4.074625588934566e-06,0.0007,0.0001
chained_crescent_2,False,cutting_plane,SVANO-Bundle,limited_memory,0.05,2,124,1422,objective_similarity,292.25,5.516452965537155e-06,0.0,closed form,5.516452965537155e-06,0.0007,0.0001
chained_crescent_2,False,cutting_plane,SVANO-Bundle,limited_memory,0.4,20,135,1509,objective_similarity,292.25,3.681606559735595e-05,0.0,closed form,3.681606559735595e-05,0.0007,0.0001
chained_crescent_2,False,cutting_plane,SVANO-Bundle,limited_memory,2.0,100,107,1138,objective_similarity,292.25,1.1454112938680261e-05,0.0,closed form,1.1454112938680261e-05,0.0007,0.0001
chained_crescent_2,False,gradient_combination,SVANO-GS,dense,0.05,2,196,3012,objective_similarity,292.25,2.7598013886076522e-05,0.0,closed form,2.7598013886076522e-05,0.0007,0.0001
chained_crescent_2,False,gradient_combination,SVANO-GS,dense,0.4,20,201,3636,objective_similarity,292.25,3.183720943922275e-05,0.0,closed form,3.183720943922275e-05,0.0007,0.0001
chained_crescent_2,False,gradient_combination,SVANO-GS,dense,2.0,100,189,3095,objective_similarity,292.25,2.7328192149567165e-05,0.0,closed form,2.7328192149567165e-05,0.0007,0.0001
chained_crescent_2,False,gradient_combination,SVANO-GS,limited_memory,0.05,2,458,8710,objective_similarity,292.25,0.000533977401608654,0.0,closed form,0.000533977401608654,0.0007,0.0001
chained_crescent_2,False,gradient_combination,SVANO-GS,limited_memory,0.4,20,719,14254,objective_similarity,292.25,0.0007386236218025477,0.0,closed form,0.0007386236218025477,0.0007,0.0001
chained_crescent_2,False,gradient_combination,SVANO-GS,limited_memory,2.0,100,413,8748,objective_similarity,292.25,0.0009259485271412293,0.0,closed form,0.0009259485271412293,0.0007,0.0001
