problem,direction,iteration,calls,f,gap
mxhilb,gradient_combination,67,246,1.9337786300365443e-05,1.9337786300365443e-05
mxhilb,gradient_combination,68,252,1.9048905679226193e-05,1.9048905679226193e-05
mxhilb,gradient_combination,69,255,8.840896440628953e-06,8.840896440628953e-06
mxhilb,gradient_combination,70,261,6.44184894595031e-06,6.44184894595031e-06
mxhilb,gradient_combination,71,264,3.3772306709077408e-06,3.3772306709077408e-06
mxhilb,gradient_combination,72,286,3.0857044527030954e-06,3.0857044527030954e-06
mxhilb,gradient_combination,73,289,3.0617904384214797e-06,3.0617904384214797e-06
mxhilb,gradient_combination,74,291,3.051798333297373e-06,3.051798333297373e-06
mxhilb,gradient_combination,75,295,3.0457942873147895e-06,3.0457942873147895e-06
mxhilb,gradient_combination,76,298,2.617113609591521e-06,2.617113609591521e-06
mxhilb,gradient_combination,77,303,2.5273744780812462e-06,2.5273744780812462e-06
mxhilb,gradient_combination,78,305,2.09666061334681e-06,2.09666061334681e-06
mxhilb,gradient_combination,79,315,2.0901087879860543e-06,2.0901087879860543e-06
mxhilb,gradient_combination,80,320,2.0887668093249375e-06,2.0887668093249375e-06
mxhilb,gradient_combination,81,330,2.0405990614230814e-06,2.0405990614230814e-06
mxhilb,gradient_combination,82,332,1.8036311838925153e-06,1.8036311838925153e-06
mxhilb,gradient_combination,83,336,1.7929432226561207e-06,1.7929432226561207e-06
mxhilb,gradient_combination,84,339,1.7878052401160702e-06,1.7878052401160702e-06
mxhilb,gradient_combination,85,347,1.7500573562759941e-06,1.7500573562759941e-06
mxhilb,gradient_combination,86,349,1.7016774297958556e-06,1.7016774297958556e-06
mxhilb,gradient_combination,87,354,1.6095947608096037e-06,1.6095947608096037e-06
mxhilb,gradient_combination,88,363,1.5840337647159077e-06,1.5840337647159077e-06
mxhilb,gradient_combination,89,373,1.546252447800784e-06,1.546252447800784e-06
mxhilb,gradient_combination,90,385,1.5452214326675982e-06,1.5452214326675982e-06
mxhilb,gradient_combination,91,388,6.873851972718408e-07,6.873851972718408e-07
mxhilb,gradient_combination,92,400,6.619101957689062e-07,6.619101957689062e-07
mxhilb,gradient_combination,93,404,4.650565678032334e-07,4.650565678032334e-07
mxhilb,gradient_combination,94,409,3.2273102200879684e-07,3.2273102200879684e-07
mxhilb,gradient_combination,95,412,2.4823821704201415e-07,2.4823821704201415e-07
mxhilb,gradient_combination,96,419,2.3414860421720014e-07,2.3414860421720014e-07
mxhilb,gradient_combination,97,422,1.4351243302583713e-07,1.4351243302583713e-07
mxhilb,gradient_combination,98,427,9.265074344088882e-08,9.265074344088882e-08
mxhilb,gradient_combination,99,436,6.96482666307199e-08,6.96482666307199e-08
mxhilb,gradient_combination,100,443,6.90177269283259e-08,6.90177269283259e-08
mxhilb,gradient_combination,101,461,6.80225118791203e-08,6.80225118791203e-08
mxhilb,gradient_combination,102,478,3.905301095680734e-08,3.905301095680734e-08
mxhilb,gradient_combination,103,488,3.890471937050791e-08,3.890471937050791e-08
mxhilb,gradient_combination,104,495,3.774462793992183e-08,3.774462793992183e-08
mxhilb,gradient_combination,105,507,3.594918752112915e-08,3.594918752112915e-08
mxhilb,gradient_combination,105,520,3.594918752112915e-08,3.594918752112915e-08
chained_lq,gradient,1,2,22.5,91.79646455628166
chained_lq,gradient,2,3,-17.006130194801482,52.29033436148018
chained_lq,gradient,3,11,-51.513993577320015,17.782470978961648
chained_lq,gradient,4,12,-58.01295674584993,11.283507810431736
chained_lq,gradient,5,13,-64.18269851500636,5.113766041275298
chained_lq,gradient,6,15,-65.22641281160986,4.070051744671801
chained_lq,gradient,7,17,-65.46107135052077,3.8353932057608944
chained_lq,gradient,8,19,-67.11491313691218,2.181551419369484
chained_lq,gradient,9,22,-68.49393327981436,0.802531276467306
chained_lq,gradient,10,26,-68.54207171850311,0.7543928377785534
chained_lq,gradient,11,27,-68.58976006901601,0.7067044872656538
chained_lq,gradient,12,28,-68.83630631093638,0.4601582453452835
chained_lq,gradient,13,31,-69.02231880189566,0.274145754385998
chained_lq,gradient,14,32,-69.03498013563943,0.2614844206422333
chained_lq,gradient,15,36,-69.11858979565136,0.17787476063030283
chained_lq,gradient,16,44,-69.12010884611112,0.1763557101705402
chained_lq,gradient,17,49,-69.12280490831557,0.17365964796609035
chained_lq,gradient,18,54,-69.12981626990296,0.16664828637870244
chained_lq,gradient,19,59,-69.13112164827871,0.16534290800295537
chained_lq,gradient,20,61,-69.13697170745954,0.15949284882212567
chained_lq,gradient,21,65,-69.17446693605999,0.12199762022167704
chained_lq,gradient,22,72,-69.18777199288107,0.10869256340059508
chained_lq,gradient,23,73,-69.19056958332844,0.10589497295322303
chained_lq,gradient,24,76,-69.20376553487708,0.09269902140458441
chained_lq,gradient,25,81,-69.21216433887423,0.08430021740743143
chained_lq,gradient,26,85,-69.21310089272677,0.08336366355489133
chained_lq,gradient,27,92,-69.21405840963868,0.08240614664298107
chained_lq,gradient,28,97,-69.2191433484647,0.07732120781696494
chained_lq,gradient,29,106,-69.25523868130303,0.04122587497863606
chained_lq,gradient,30,115,-69.25581732376355,0.04064723251811131
chained_lq,gradient,31,119,-69.25739750644217,0.03906704983948828
chained_lq,gradient,32,120,-69.26080388065546,0.0356606756262039
chained_lq,gradient,33,130,-69.2615867407466,0.034877815535068635
chained_lq,gradient,34,134,-69.26216303255289,0.0343015237287716
chained_lq,gradient,35,138,-69.26220180795258,0.03426274832908405
chained_lq,gradient,36,143,-69.26280158886485,0.033662967416816514
chained_lq,gradient,37,150,-69.26282454770794,0.03364000857372673
chained_lq,gradient,38,155,-69.26287011162806,0.03359444465360184
chained_lq,gradient,39,159,-69.26287219638749,0.033592359894171864
chained_lq,gradient,40,162,-69.2629957419598,0.033468814321864215
chained_lq,gradient,41,164,-69.26354359378607,0.03292096249559506
chained_lq,gradient,42,165,-69.26642681898406,0.030037737297604394
chained_lq,gradient,43,169,-69.26646117540069,0.0300033808809701
chained_lq,gradient,44,171,-69.27004605083636,0.02641850544530655
chained_lq,gradient,45,175,-69.27536144602558,0.02110311025607814
chained_lq,gradient,46,180,-69.27636637435171,0.02009818192995283
chained_lq,gradient,47,183,-69.27752893303392,0.018935623247742228
chained_lq,gradient,48,186,-69.28100992942065,0.01545462686101473
chained_lq,gradient,49,188,-69.28621300899798,0.010251547283687046
chained_lq,gradient,50,190,-69.2871935065998,0.00927104968185688
chained_lq,gradient,51,193,-69.2890511181048,0.007413438176868681
chained_lq,gradient,52,197,-69.29000446714883,0.006460089132829694
chained_lq,gradient,53,200,-69.29047658169893,0.005987974582737365
chained_lq,gradient,54,204,-69.29138555374601,0.005079002535651966
chained_lq,gradient,55,208,-69.29196324989671,0.004501306384952386
chained_lq,gradient,56,213,-69.29211064425272,0.004353912028946638
chained_lq,gradient,57,215,-69.29342865206024,0.0030359042214200826
chained_lq,gradient,58,220,-69.29387813240335,0.0025864238783128712
chained_lq,gradient,59,225,-69.29388285911432,0.0025816971673435773
chained_lq,gradient,60,227,-69.29413766419223,0.0023268920894281564
chained_lq,gradient,61,232,-69.29421136704053,0.0022531892411308263
chained_lq,gradient,62,234,-69.29454936743235,0.0019151888493098568
chained_lq,gradient,63,238,-69.29455309957007,0.0019114567115963155
chained_lq,gradient,64,242,-69.29465947552853,0.0018050807531295732
chained_lq,gradient,65,245,-69.2950688027577,0.0013957535239654817
chained_lq,gradient,66,249,-69.29521410660048,0.0012504496811800436
chained_lq,gradient,67,251,-69.29533443180347,0.0011301244781947162
chained_lq,gradient,68,254,-69.29540405745477,0.0010604988268880788
chained_lq,gradient,69,260,-69.2954828413159,0.000981714965760716
chained_lq,gradient,70,263,-69.29549423113545,0.0009703251462127582
chained_lq,gradient,71,266,-69.29550091373532,0.0009636425463384057
chained_lq,gradient,72,269,-69.29565648616739,0.0008080701142745284
chained_lq,gradient,73,273,-69.29581434501284,0.0006502112688195893
chained_lq,gradient,74,276,-69.29592801100604,0.0005365452756223021
chained_lq,gradient,75,281,-69.295953594121,0.0005109621606607107
chained_lq,gradient,76,284,-69.29610913918697,0.0003554170946955537
chained_lq,gradient,77,289,-69.29610938631508,0.00035516996658202515
chained_lq,gradient,78,292,-69.29611625043664,0.0003483058450228782
chained_lq,gradient,79,295,-69.2961426661926,0.0003218900890686882
chained_lq,gradient,80,300,-69.2961467540877,0.00031780219396182474
chained_lq,gradient,81,304,-69.29616928384652,0.00029527243513882695
chained_lq,gradient,82,308,-69.29617184825725,0.0002927080244177205
chained_lq,gradient,83,311,-69.29621039651697,0.00025415976469389534
chained_lq,gradient,84,314,-69.29623285693172,0.00023169934993916286
chained_lq,gradient,85,317,-69.29625844041314,0.00020611586852226083
chained_lq,gradient,86,320,-69.29626999789716,0.00019455838450710417
chained_lq,gradient,87,324,-69.29627430899833,0.00019024728332794894
chained_lq,gradient,88,328,-69.2963109208992,0.00015363538246049302
chained_lq,gradient,89,332,-69.29631119722139,0.00015335906027758028
chained_lq,gradient,90,336,-69.29632364995851,0.00014090632315344465
chained_lq,gradient,91,339,-69.29633136147265,0.00013319480900975122
chained_lq,gradient,92,343,-69.29634617066552,0.00011838561614752052
chained_lq,gradient,93,349,-69.29634754664869,0.00011700963297300859
chained_lq,gradient,94,352,-69.29635554661462,0.00010900966704241455
chained_lq,gradient,95,355,-69.29635688668306,0.00010766959860575298
chained_lq,gradient,96,358,-69.29637454212269,9.001415897103016e-05
chained_lq,gradient,97,362,-69.29638850552683,7.605075482786106e-05
chained_lq,gradient,98,367,-69.29639330324976,7.12530319049165e-05
chained_lq,gradient,99,372,-69.29639509331378,6.946296788612472e-05
chained_lq,gradient,100,376,-69.29639657261154,6.798367012095241e-05
chained_lq,gradient,101,379,-69.29640148078434,6.307549732298412e-05
chained_lq,gradient,102,384,-69.29640686283453,5.769344713257851e-05
chained_lq,gradient,103,387,-69.2964133219311,5.1234350564755005e-05
chained_lq,gradient,104,389,-69.29641964683105,4.4909450608088264e-05
chained_lq,gradient,105,392,-69.29642156217085,4.2994110813765474e-05
chained_lq,gradient,106,395,-69.29642822669001,3.6329591651451665e-05
chained_lq,gradient,107,398,-69.29643823384063,2.6322441030401933e-05
chained_lq,gradient,108,403,-69.29644045201536,2.410426630206075e-05
chained_lq,gradient,109,406,-69.29644406000645,2.0496275212167347e-05
chained_lq,gradient,110,410,-69.29644572591718,1.883036448191433e-05
chained_lq,gradient,111,414,-69.2964458890052,1.8667276464157112e-05
chained_lq,gradient,111,414,-69.2964458890052,1.8667276464157112e-05
chained_lq,cutting_plane,1,3,22.5,91.79646455628166
chained_lq,cutting_plane,2,5,-17.006130194801482,52.29033436148018
chained_lq,cutting_plane,3,14,-51.513993577320015,17.782470978961648
chained_lq,cutting_plane,4,16,-58.01295674584993,11.283507810431736
chained_lq,cutting_plane,5,18,-64.18269851500636,5.113766041275298
chained_lq,cutting_plane,6,21,-65.22641281160986,4.070051744671801
chained_lq,cutting_plane,7,24,-65.46107135052077,3.8353932057608944
chained_lq,cutting_plane,8,27,-67.11491313691218,2.181551419369484
chained_lq,cutting_plane,9,31,-68.49393327981436,0.802531276467306
chained_lq,cutting_plane,10,36,-68.54207171850311,0.7543928377785534
chained_lq,cutting_plane,11,38,-68.58976006901601,0.7067044872656538
chained_lq,cutting_plane,12,40,-68.83630631093638,0.4601582453452835
chained_lq,cutting_plane,13,44,-69.02231880189566,0.274145754385998
chained_lq,cutting_plane,14,46,-69.03498013563943,0.2614844206422333
chained_lq,cutting_plane,15,51,-69.11858979565136,0.17787476063030283
chained_lq,cutting_plane,16,60,-69.12010884611112,0.1763557101705402
chained_lq,cutting_plane,17,66,-69.12280490831557,0.17365964796609035
chained_lq,cutting_plane,18,72,-69.12981626990296,0.16664828637870244
chained_lq,cutting_plane,19,78,-69.13112164827871,0.16534290800295537
chained_lq,cutting_plane,20,81,-69.13697170745954,0.15949284882212567
chained_lq,cutting_plane,21,86,-69.17446693605999,0.12199762022167704
chained_lq,cutting_plane,22,94,-69.18777199288107,0.10869256340059508
chained_lq,cutting_plane,23,96,-69.19056958332844,0.10589497295322303
chained_lq,cutting_plane,24,100,-69.20376553487708,0.09269902140458441
chained_lq,cutting_plane,25,106,-69.21216433887423,0.08430021740743143
chained_lq,cutting_plane,26,111,-69.21310089272677,0.08336366355489133
chained_lq,cutting_plane,27,119,-69.21405840963868,0.08240614664298107
chained_lq,cutting_plane,28,125,-69.2191433484647,0.07732120781696494
chained_lq,cutting_plane,29,135,-69.25523868130303,0.04122587497863606
chained_lq,cutting_plane,30,145,-69.25581732376355,0.04064723251811131
chained_lq,cutting_plane,31,150,-69.25739750644217,0.03906704983948828
chained_lq,cutting_plane,32,152,-69.26080388065546,0.0356606756262039
chained_lq,cutting_plane,33,163,-69.2615867407466,0.034877815535068635
chained_lq,cutting_plane,34,168,-69.26216303255289,0.0343015237287716
chained_lq,cutting_plane,35,173,-69.26220180795258,0.03426274832908405
chained_lq,cutting_plane,36,179,-69.26280158886485,0.033662967416816514
chained_lq,cutting_plane,37,185,-69.26286176519585,0.0336027910858121
chained_lq,cutting_plane,38,189,-69.26300572251894,0.033458833762722406
chained_lq,cutting_plane,39,194,-69.26383688125117,0.032627675030497016
chained_lq,cutting_plane,40,206,-69.26425179576802,0.03221276051364441
chained_lq,cutting_plane,41,211,-69.26514699846692,0.0313175578147451
chained_lq,cutting_plane,42,216,-69.2657931186633,0.030671437618366326
chained_lq,cutting_plane,43,218,-69.26696006511617,0.029504491165496916
chained_lq,cutting_plane,44,223,-69.27021172899437,0.026252827287294167
chained_lq,cutting_plane,45,233,-69.27626839408475,0.02019616219691045
chained_lq,cutting_plane,46,239,-69.27712732641106,0.019337229870600936
chained_lq,cutting_plane,47,244,-69.27891566204619,0.017548894235474677
chained_lq,cutting_plane,48,248,-69.2824551756492,0.014009380632458601
chained_lq,cutting_plane,49,253,-69.28564530045598,0.01081925582568033
chained_lq,cutting_plane,50,258,-69.28717044717787,0.00929410910379147
chained_lq,cutting_plane,51,262,-69.28797031137037,0.008494244911290139
chained_lq,cutting_plane,52,266,-69.28842113837878,0.008043417902882766
chained_lq,cutting_plane,53,269,-69.2893977574906,0.007066798791058204
chained_lq,cutting_plane,54,273,-69.29045948426501,0.006005072016648683
chained_lq,cutting_plane,55,276,-69.29151084209975,0.004953714181908708
chained_lq,cutting_plane,56,281,-69.2923939881316,0.0040705681500696755
chained_lq,cutting_plane,57,288,-69.29250721123363,0.003957345048036132
chained_lq,cutting_plane,58,291,-69.29272401685401,0.003740539427653289
chained_lq,cutting_plane,59,295,-69.29299531701463,0.003469239267033686
chained_lq,cutting_plane,60,299,-69.29331842897305,0.0031461273086108577
chained_lq,cutting_plane,61,303,-69.29420381681828,0.002260739463380901
chained_lq,cutting_plane,62,309,-69.29436724092389,0.0020973153577728
chained_lq,cutting_plane,63,313,-69.29453113665105,0.00193341963061755
chained_lq,cutting_plane,64,318,-69.29458373696806,0.001880819313598181
chained_lq,cutting_plane,65,321,-69.2947083545239,0.0017562017577574807
chained_lq,cutting_plane,66,325,-69.29499819218844,0.0014663640932184308
chained_lq,cutting_plane,67,331,-69.29503633113245,0.0014282251492119258
chained_lq,cutting_plane,68,335,-69.29517824990371,0.0012863063779491313
chained_lq,cutting_plane,69,339,-69.2952844365367,0.0011801197449585743
chained_lq,cutting_plane,70,344,-69.29541935835383,0.0010451979278371937
chained_lq,cutting_plane,71,349,-69.29543813725846,0.0010264190232049941
chained_lq,cutting_plane,72,354,-69.29552912326085,0.0009354330208140027
chained_lq,cutting_plane,73,359,-69.2955568734345,0.0009076828471563658
chained_lq,cutting_plane,74,363,-69.29575065188038,0.0007139044012802742
chained_lq,cutting_plane,75,368,-69.29581623952942,0.0006483167522475242
chained_lq,cutting_plane,76,373,-69.2958320341668,0.0006325221148557603
chained_lq,cutting_plane,77,378,-69.29583351592589,0.0006310403557705513
chained_lq,cutting_plane,78,384,-69.29584448550354,0.0006200707781260917
chained_lq,cutting_plane,79,387,-69.29588069074586,0.0005838655358019196
chained_lq,cutting_plane,80,391,-69.29590169035879,0.0005628659228733568
chained_lq,cutting_plane,81,396,-69.29591352818244,0.0005510280992240268
chained_lq,cutting_plane,82,402,-69.29593021707834,0.0005343392033267946
chained_lq,cutting_plane,83,405,-69.29604907914498,0.00041547713668421693
chained_lq,cutting_plane,84,408,-69.29612079511135,0.000343761170313428
chained_lq,cutting_plane,85,412,-69.2961375935688,0.0003269627128617003
chained_lq,cutting_plane,86,417,-69.29614570620109,0.00031885008057486175
chained_lq,cutting_plane,87,423,-69.29615780736071,0.0003067489209485075
chained_lq,cutting_plane,88,427,-69.29617601360712,0.00028854267453937155
chained_lq,cutting_plane,89,432,-69.29618366867588,0.0002808876057827092
chained_lq,cutting_plane,90,436,-69.29622540070176,0.0002391555799050593
chained_lq,cutting_plane,91,440,-69.2962521699539,0.00021238632776032773
chained_lq,cutting_plane,92,444,-69.29628225252709,0.00018230375457051196
chained_lq,cutting_plane,93,449,-69.29629346610808,0.0001710901735805237
chained_lq,cutting_plane,94,453,-69.29630305070646,0.00016150557520688835
chained_lq,cutting_plane,95,458,-69.29632618047782,0.00013837580384290504
chained_lq,cutting_plane,96,464,-69.29633452850042,0.00013002778123905046
chained_lq,cutting_plane,97,468,-69.29634414530574,0.00012041097592430106
chained_lq,cutting_plane,98,473,-69.2963685611112,9.599517046865458e-05
chained_lq,cutting_plane,99,479,-69.29637205289393,9.250338773370004e-05
chained_lq,cutting_plane,100,483,-69.29638240168839,8.215459327232111e-05
chained_lq,cutting_plane,101,488,-69.29638795962408,7.659665757842049e-05
chained_lq,cutting_plane,102,493,-69.2963935597773,7.099650436259708e-05
chained_lq,cutting_plane,103,498,-69.29640095526773,6.360101393454443e-05
chained_lq,cutting_plane,104,503,-69.29640853257945,5.602370221424735e-05
chained_lq,cutting_plane,105,507,-69.29641341165156,5.11446301061369e-05
chained_lq,cutting_plane,106,511,-69.29642318807765,4.136820400901797e-05
chained_lq,cutting_plane,107,517,-69.29642754465364,3.701162802371982e-05
chained_lq,cutting_plane,108,525,-69.29642932918694,3.522709472747465e-05
chained_lq,cutting_plane,109,527,-69.29643210238385,3.245389781625363e-05
chained_lq,cutting_plane,110,532,-69.29643421709791,3.033918375194844e-05
chained_lq,cutting_plane,111,536,-69.29643955610057,2.5000181096856977e-05
chained_lq,cutting_plane,112,542,-69.29644057588087,2.3980400797540824e-05
chained_lq,cutting_plane,113,546,-69.2964424836271,2.2072654559224247e-05
chained_lq,cutting_plane,113,547,-69.2964424836271,2.2072654559224247e-05
chained_lq,gradient_combination,1,3,22.5,91.79646455628166
chained_lq,gradient_combination,2,5,-17.006130194801482,52.29033436148018
chained_lq,gradient_combination,3,14,-51.513993577320015,17.782470978961648
chained_lq,gradient_combination,4,16,-58.01295674584993,11.283507810431736
chained_lq,gradient_combination,5,18,-64.18269851500636,5.113766041275298
chained_lq,gradient_combination,6,21,-65.22641281160986,4.070051744671801
chained_lq,gradient_combination,7,24,-65.46107135052077,3.8353932057608944
chained_lq,gradient_combination,8,27,-67.11491313691218,2.181551419369484
chained_lq,gradient_combination,9,31,-68.49393327981436,0.802531276467306
chained_lq,gradient_combination,10,36,-68.54207171850311,0.7543928377785534
chained_lq,gradient_combination,11,38,-68.58976006901601,0.7067044872656538
chained_lq,gradient_combination,12,40,-68.83630631093638,0.4601582453452835
chained_lq,gradient_combination,13,44,-69.02231880189566,0.274145754385998
chained_lq,gradient_combination,14,46,-69.03498013563943,0.2614844206422333
chained_lq,gradient_combination,15,51,-69.11858979565136,0.17787476063030283
chained_lq,gradient_combination,16,60,-69.12010884611112,0.1763557101705402
chained_lq,gradient_combination,17,66,-69.12280490831557,0.17365964796609035
chained_lq,gradient_combination,18,72,-69.12981626990296,0.16664828637870244
chained_lq,gradient_combination,19,78,-69.13112164827871,0.16534290800295537
chained_lq,gradient_combination,20,81,-69.13697170745954,0.15949284882212567
chained_lq,gradient_combination,21,86,-69.17446693605999,0.12199762022167704
chained_lq,gradient_combination,22,94,-69.18777199288107,0.10869256340059508
chained_lq,gradient_combination,23,96,-69.19056958332844,0.10589497295322303
chained_lq,gradient_combination,24,100,-69.20376553487708,0.09269902140458441
chained_lq,gradient_combination,25,106,-69.21216433887423,0.08430021740743143
chained_lq,gradient_combination,26,111,-69.21310089272677,0.08336366355489133
chained_lq,gradient_combination,27,119,-69.21405840963868,0.08240614664298107
chained_lq,gradient_combination,28,125,-69.2191433484647,0.07732120781696494
chained_lq,gradient_combination,29,135,-69.25523868130303,0.04122587497863606
chained_lq,gradient_combination,30,145,-69.25581732376355,0.04064723251811131
chained_lq,gradient_combination,31,150,-69.25739750644217,0.03906704983948828
chained_lq,gradient_combination,32,152,-69.26080388065546,0.0356606756262039
chained_lq,gradient_combination,33,163,-69.2615867407466,0.034877815535068635
chained_lq,gradient_combination,34,168,-69.26216303255289,0.0343015237287716
chained_lq,gradient_combination,35,173,-69.26220180795258,0.03426274832908405
chained_lq,gradient_combination,36,179,-69.26280158886485,0.033662967416816514
chained_lq,gradient_combination,37,204,-69.26289679829554,0.03356775798611977
chained_lq,gradient_combination,38,226,-69.26297203845324,0.03349251782842089
chained_lq,gradient_combination,39,245,-69.26298298011477,0.03348157616689207
chained_lq,gradient_combination,40,271,-69.26300538908058,0.033459167201087325
chained_lq,gradient_combination,41,291,-69.26312435553425,0.033340200747417725
chained_lq,gradient_combination,42,307,-69.2634107197558,0.03305383652586613
chained_lq,gradient_combination,43,325,-69.26348708090028,0.03297747538138651
chained_lq,gradient_combination,44,343,-69.26356565846288,0.0328988978187823
chained_lq,gradient_combination,45,367,-69.26444613037361,0.03201842590804915
chained_lq,gradient_combination,46,386,-69.2647154542934,0.03174910198826808
chained_lq,gradient_combination,47,403,-69.26473279430127,0.031731761980395845
chained_lq,gradient_combination,48,417,-69.26519721852105,0.0312673377606103
chained_lq,gradient_combination,49,434,-69.26686770512026,0.02959685116140065
chained_lq,gradient_combination,50,455,-69.26691869066312,0.029545865618544553
chained_lq,gradient_combination,51,469,-69.26856612432661,0.027898431955051706
chained_lq,gradient_combination,52,486,-69.26879377164197,0.027670784639695967
chained_lq,gradient_combination,53,504,-69.26958047250332,0.026884083778341505
chained_lq,gradient_combination,54,520,-69.26967403883373,0.026790517447935258
chained_lq,gradient_combination,55,534,-69.27082472430757,0.02563983197408959
chained_lq,gradient_combination,56,555,-69.27086562520887,0.025598931072792652
chained_lq,gradient_combination,57,572,-69.27094506028843,0.025519495993236774
chained_lq,gradient_combination,58,591,-69.27118251500244,0.025282041279226064
chained_lq,gradient_combination,59,607,-69.27135307380544,0.02511148247621975
chained_lq,gradient_combination,60,626,-69.27150847068674,0.024956085594922683
chained_lq,gradient_combination,61,642,-69.27197221604558,0.024492340236079713
chained_lq,gradient_combination,62,659,-69.27198009947979,0.024484456801872057
chained_lq,gradient_combination,63,675,-69.27201798969439,0.0244465665872724
chained_lq,gradient_combination,64,691,-69.27323356381292,0.02323099246873994
chained_lq,gradient_combination,65,715,-69.27333246653895,0.023132089742716744
chained_lq,gradient_combination,66,738,-69.27349611640267,0.022968439878994218
chained_lq,gradient_combination,67,756,-69.27353127721463,0.022933279067032686
chained_lq,gradient_combination,68,779,-69.27373641800054,0.02272813828112419
chained_lq,gradient_combination,69,796,-69.27389325719477,0.022571299086891372
chained_lq,gradient_combination,70,814,-69.27498568407839,0.021478872203275046
chained_lq,gradient_combination,71,828,-69.27518047115626,0.021284085125401475
chained_lq,gradient_combination,72,842,-69.27632850113457,0.02013605514709127
chained_lq,gradient_combination,73,858,-69.2770892103984,0.01937534588326173
chained_lq,gradient_combination,74,880,-69.27889345661039,0.01757109967127235
chained_lq,gradient_combination,75,894,-69.28147598779337,0.014988568488291776
chained_lq,gradient_combination,76,908,-69.28550224819415,0.010962308087513861
chained_lq,gradient_combination,77,935,-69.28567370440717,0.010790851874489249
chained_lq,gradient_combination,78,958,-69.2862084268246,0.010256129457062002
chained_lq,gradient_combination,79,974,-69.28675419968249,0.009710356599171632
chained_lq,gradient_combination,80,987,-69.28757606920698,0.008888487074685258
chained_lq,gradient_combination,81,1006,-69.28761300270077,0.00885155358089662
chained_lq,gradient_combination,82,1020,-69.28923798971648,0.007226566565179837
chained_lq,gradient_combination,83,1036,-69.28936366324429,0.0071008930373750445
chained_lq,gradient_combination,84,1052,-69.29022860509605,0.006235951185615818
chained_lq,gradient_combination,85,1070,-69.29027645628065,0.006188100001011776
chained_lq,gradient_combination,86,1079,-69.29028241099148,0.006182145290182461
chained_lq,gradient_combination,87,1081,-69.29092800669548,0.005536549586182105
chained_lq,gradient_combination,88,1095,-69.29093830867461,0.005526247607051005
chained_lq,gradient_combination,89,1110,-69.29115873493689,0.005305821344776973
chained_lq,gradient_combination,90,1127,-69.29135424282683,0.005110313454835591
chained_lq,gradient_combination,91,1138,-69.29144027987175,0.0050242764099124315
chained_lq,gradient_combination,92,1149,-69.29216516526107,0.004299391020595067
chained_lq,gradient_combination,93,1153,-69.29225746321546,0.004207093066199263
chained_lq,gradient_combination,94,1157,-69.29230092367524,0.00416363260642072
chained_lq,gradient_combination,95,1161,-69.29285442557419,0.003610130707471626
chained_lq,gradient_combination,96,1166,-69.29348507227085,0.0029794840108081644
chained_lq,gradient_combination,97,1171,-69.29365401522365,0.00281054105801104
chained_lq,gradient_combination,98,1175,-69.294193830203,0.0022707260786631878
chained_lq,gradient_combination,99,1180,-69.29438942219542,0.002075134086240382
chained_lq,gradient_combination,100,1184,-69.29483398694465,0.0016305693370100016
chained_lq,gradient_combination,101,1190,-69.29493779989821,0.001526756383455563
chained_lq,gradient_combination,102,1193,-69.29532238289204,0.0011421733896241903
chained_lq,gradient_combination,103,1199,-69.295403952204,0.0010606040776650616
chained_lq,gradient_combination,104,1205,-69.2954507665697,0.0010137897119619765
chained_lq,gradient_combination,105,1210,-69.29554908708346,0.0009154691982047325
chained_lq,gradient_combination,106,1214,-69.2956225205804,0.0008420357012681734
chained_lq,gradient_combination,107,1220,-69.2956993803611,0.0007651759205629105
chained_lq,gradient_combination,108,1226,-69.29571159880342,0.0007529574782410009
chained_lq,gradient_combination,109,1230,-69.29575020953708,0.0007143467445871465
chained_lq,gradient_combination,110,1235,-69.29575911599247,0.0007054402891952805
chained_lq,gradient_combination,111,1239,-69.29576064982837,0.0007039064532960992
chained_lq,gradient_combination,112,1244,-69.2958601108932,0.0006044453884612722
chained_lq,gradient_combination,113,1250,-69.29586641636237,0.0005981399192904746
chained_lq,gradient_combination,114,1253,-69.29595439466343,0.0005101616182372481
chained_lq,gradient_combination,115,1258,-69.29600388727927,0.00046066900239338793
chained_lq,gradient_combination,116,1264,-69.2960270017835,0.00043755449816273995
chained_lq,gradient_combination,117,1269,-69.29604613178687,0.0004184244947964544
chained_lq,gradient_combination,117,1270,-69.29604613178687,0.0004184244947964544
chained_cb3_1,gradient,1,6,499.71561219786133,401.71561219786133
chained_cb3_1,gradient,2,9,474.39420599437085,376.39420599437085
chained_cb3_1,gradient,3,11,380.78306854448863,282.78306854448863
chained_cb3_1,gradient,4,17,335.5288068457904,237.52880684579043
chained_cb3_1,gradient,5,20,258.432962422942,160.432962422942
chained_cb3_1,gradient,6,27,240.83905021984503,142.83905021984503
chained_cb3_1,gradient,7,28,230.3655044121702,132.3655044121702
chained_cb3_1,gradient,8,32,169.54076060357409,71.54076060357409
chained_cb3_1,gradient,9,36,154.25118272378288,56.251182723782875
chained_cb3_1,gradient,10,38,149.27806364931016,51.278063649310155
chained_cb3_1,gradient,11,42,147.46997954680378,49.469979546803785
chained_cb3_1,gradient,12,50,147.44246582358446,49.442465823584456
chained_cb3_1,gradient,13,51,125.84798095074738,27.847980950747385
chained_cb3_1,gradient,14,56,122.07333371973013,24.07333371973013
chained_cb3_1,gradient,15,61,121.03221046253263,23.032210462532632
