f,violation,stationarity,complementarity,dual_min,f_gap,y_inf,y_rel,iteration,problem,method,config,diverged,primal_lr
-93.33329959275046,2.0501341957412933e-08,2.6901908256604656e-08,2.861745155248943e-08,1.2698364736828749,-3.883867805143382e-08,8.946543834653653e-07,3.38623535788922e-07,20000,qp_active,nuPI (rho=1),"ki=0.03, kp=0.03",False,0.017117804745729968
-93.33329960024113,2.4455404812329107e-08,3.20875948034427e-08,3.4136853743923725e-08,1.2698364135389435,-4.632934746950923e-08,1.067215387839937e-06,4.039371322216081e-07,20000,qp_active,nuPI (rho=1),"ki=0.03, kp=0.3",False,0.017117804745729968
-93.33329955391183,8.881784197001252e-16,7.105427357601002e-15,1.6547831586682234e-15,1.2698367855007833,-4.263256414560601e-14,5.417888360170764e-14,2.0958684060094225e-14,20000,qp_active,nuPI (rho=1),"ki=0.1, kp=0",False,0.017117804745729968
-93.33329955391181,1.3322676295501878e-15,1.7763568394002505e-15,2.6331767725410402e-15,1.2698367855007826,-2.842170943040401e-14,4.9960036108132044e-14,1.8949454783661376e-14,20000,qp_active,nuPI (rho=1),"ki=0.1, kp=0.1",False,0.017117804745729968
-93.33329955391181,8.881784197001252e-16,7.105427357601002e-15,1.7554511816940302e-15,1.2698367855007813,-2.842170943040401e-14,5.573319583618286e-14,2.158586498131299e-14,20000,qp_active,nuPI (rho=1),"ki=0.1, kp=1",False,0.017117804745729968
-93.3332995539118,0.0,3.552713678800501e-15,0.0,1.2698367855008044,-1.4210854715202004e-14,1.1324274851176597e-14,4.529539214172766e-15,20000,qp_active,nuPI (rho=1),"ki=0.3, kp=0",False,0.017117804745729968
-93.33329955391184,4.440892098500626e-16,7.105427357601002e-15,8.777255908470086e-16,1.2698367855007884,-5.684341886080802e-14,3.6415315207705135e-14,1.3093465542691502e-14,20000,qp_active,nuPI (rho=1),"ki=0.3, kp=0.3",False,0.017117804745729968
-93.33329955391181,0.0,3.552713678800501e-15,0.0,1.2698367855007986,-2.842170943040401e-14,6.661338147750939e-15,2.238298647377728e-15,20000,qp_active,nuPI (rho=1),"ki=0.3, kp=3",False,0.017117804745729968
-93.3332995539118,0.0,7.105427357601002e-15,0.0,1.2698367855008064,-1.4210854715202004e-14,1.4654943925052066e-14,5.567697586583949e-15,20000,qp_active,nuPI (rho=1),"ki=1, kp=0",False,0.017117804745729968
-93.3332995539118,0.0,3.552713678800501e-15,0.0,1.269836785500806,-1.4210854715202004e-14,1.3988810110276972e-14,5.3735459499175095e-15,20000,qp_active,nuPI (rho=1),"ki=1, kp=1",False,0.017117804745729968
5005.860280859737,4.169895804292059,260.534626510729,7550.570826322398,0.0,5099.193580413649,98.69114263728073,45.73586538083827,20000,qp_active,nuPI (rho=1),"ki=1, kp=10",False,0.017117804745729968
-94.37076059145987,0.3269198426755402,1.2706507899498618,0.5834271174176796,0.4910094944798514,-1.0374610375480842,0.8178478682394096,0.31491602751777903,20000,qp_active,PBM,gamma=0.1,False,0.017117804745729968
-93.3332995539118,0.0,5.329070518200751e-15,0.0,1.2698367855008021,-1.4210854715202004e-14,5.10702591327572e-15,2.4601912053955787e-15,20000,qp_active,PBM,gamma=0.3,False,0.017117804745729968
-93.3332995539118,0.0,3.552713678800501e-15,0.0,1.2698367855008037,-1.4210854715202004e-14,9.325873406851315e-15,3.882349959091264e-15,20000,qp_active,PBM,gamma=0.5,False,0.017117804745729968
